Gene	Expt	x	y	neighbour	neighbour_array	neighbour_prob
Slc6a1	60	16396.5115406219	26857.9706568245	86080	[65278, 65358, 65470, 86080]	[1.843e-07, 5.632468179000001e-17, 6.867959882e-22, 0.9999998157000001]
Plp1	45	16397.5115406219	26078.9706568245	86080	[65745, 65770, 65890, 86080]	[8.708399085000001e-18, 2.781883472e-18, 5.103167357e-32, 1.0]
Calb1	3	16398.5115406219	26144.9706568245	86080	[65560, 65745, 65143, 86080]	[0.3272423243, 4.0946309449999995e-19, 4.352205056e-25, 0.6727576757]
Rgs4	55	16398.5115406219	26154.9706568245	65560	[65560, 65143, 65745, 86080]	[0.8413353332, 1.212291492e-24, 5.944402218e-25, 0.1586646668]
Rasgrf2	51	16398.5115406219	26212.9706568245	86080	[65547, 65668, 65560, 86080]	[5.236000000000001e-07, 0.0, 1.2170210949999999e-20, 0.9999994764000001]
Sst	63	16400.5115406219	26275.9706568245	86080	[65547, 65668, 65819, 86080]	[1.68854e-05, 1.55e-08, 5.855419406e-19, 0.9999830991]
Nrn1	39	16400.5115406219	26468.9706568245	86080	[65482, 65582, 65708, 86080]	[0.0005511930000000001, 0.00041962140000000004, 0.0, 0.9990291856000001]
Enpp2	19	16400.5115406219	26650.9706568245	65458	[65458, 65589, 65501, 86080]	[0.6896598286000001, 3.967e-07, 5.544310105e-16, 0.3103397747]
Pde1a	42	16401.5115406219	27249.9706568245	65531	[65531, 65468, 65388, 86080]	[0.9447925259000001, 0.0513906716, 7.206e-05, 0.0037447425000000003]
Nrn1	39	16402.5115406219	26119.9706568245	86080	[65560, 65745, 65110, 86080]	[1.4700000000000001e-08, 1.7000000000000001e-09, 3.3657088970000005e-32, 0.9999999836000001]
Gad1	21	16402.5115406219	26845.9706568245	86080	[65278, 65470, 65358, 86080]	[6e-10, 0.0, 2.731584762e-27, 0.9999999994000001]
Aldoc	0	16402.5115406219	26890.9706568245	86080	[65358, 65716, 65278, 86080]	[3.17299e-05, 1.388e-07, 2.223473968e-21, 0.9999681312]
Trp53i11	69	16402.5115406219	27228.9706568245	65426	[65426, 65531, 65532, 86080]	[0.9131181102, 0.0361016616, 0.0006015818000000001, 0.050178646300000004]
Cck	5	16403.5115406219	26196.9706568245	86080	[65560, 65547, 65668, 86080]	[6e-10, 0.0, 1.800301276e-22, 0.9999999994000001]
Enpp2	19	16404.5115406219	27070.9706568245	86080	[65646, 65696, 65518, 86080]	[0.0034325341, 1.4522100000000001e-05, 0.0, 0.9965529438]
Trp53i11	69	16404.5115406219	27103.9706568245	65518	[65518, 65646, 65619, 86080]	[0.9857120538, 4.2369e-06, 0.0, 0.0142837094]
Prkca	47	16405.5115406219	26379.9706568245	86080	[65801, 65708, 65482, 86080]	[4.380203484e-22, 3.3155231829999994e-23, 9.173669793e-25, 1.0]
Rgs12	54	16405.5115406219	26851.9706568245	86080	[65278, 65470, 65716, 86080]	[0.0, 3.2990084990000006e-18, 6.562266240999999e-23, 1.0]
Nov	35	16405.5115406219	27188.9706568245	65544	[65544, 65442, 65532, 86080]	[0.9885163522, 0.0057186113, 0.0018315677000000001, 0.0039334688]
Nrn1	39	16406.5115406219	26076.9706568245	86080	[65770, 65745, 65890, 86080]	[0.0, 0.0, 4.3206333959999995e-24, 1.0]
Rgs4	55	16406.5115406219	26291.9706568245	86080	[65547, 65668, 65819, 86080]	[0.0, 0.0, 0.0, 1.0]
Lamp5	30	16406.5115406219	26447.9706568245	65582	[65582, 65482, 65708, 86080]	[0.9616038401, 0.0325791737, 3.65e-08, 0.0058169497]
Cplx2	13	16406.5115406219	26721.9706568245	86080	[65352, 65328, 65589, 86080]	[3.66e-07, 4.98e-08, 1e-10, 0.9999995841]
Serpini1	58	16406.5115406219	27251.9706568245	65531	[65531, 65468, 65388, 86080]	[0.9744020139, 0.0208715646, 4.6198e-06, 0.0047218017]
Trp53i11	69	16408.5115406219	26216.9706568245	86080	[65547, 65668, 65560, 86080]	[0.00011461590000000001, 1.8e-09, 1.091424567e-22, 0.9998853823]
Enpp2	19	16409.5115406219	26295.9706568245	86080	[65819, 65668, 65547, 86080]	[0.0, 0.0, 0.0, 1.0]
Cplx2	13	16410.5115406219	26063.9706568245	86080	[65770, 65745, 65890, 86080]	[1.0370000000000001e-07, 4.683092889e-19, 4.538290553999999e-21, 0.9999998963000001]
Aldoc	0	16410.5115406219	26121.9706568245	86080	[65745, 65560, 65913, 86080]	[3.7823e-06, 3.6470000000000003e-07, 1.5691654100000002e-25, 0.999995853]
Gabrd	20	16410.5115406219	26149.9706568245	65560	[65560, 65745, 65913, 86080]	[0.9952934693000001, 5.3639637830000004e-18, 1.660802004e-28, 0.0047065307]
Enpp2	19	16410.5115406219	26434.9706568245	65582	[65582, 65482, 65708, 86080]	[0.8247074469000001, 0.09487550980000001, 0.0004811117, 0.07993593160000001]
Snca	61	16410.5115406219	26717.9706568245	86080	[65589, 65352, 65328, 86080]	[2.7900000000000002e-08, 2.18e-08, 1e-10, 0.9999999502]
Cplx2	13	16411.5115406219	26301.9706568245	86080	[65819, 65668, 65547, 86080]	[0.0, 3.9735910110000004e-18, 1.159742683e-19, 1.0]
Pnoc	46	16412.5115406219	26712.9706568245	86080	[65589, 65352, 65785, 86080]	[6.4213e-06, 5.9e-09, 0.0, 0.9999935727]
Reln	52	16412.5115406219	26847.9706568245	86080	[65278, 65470, 65716, 86080]	[7.788355683e-16, 7.871934487000001e-17, 2.851509156e-23, 1.0]
Penk	43	16414.5115406219	26144.9706568245	65560	[65560, 65745, 65913, 86080]	[0.8447277996, 0.0, 4.398452851e-23, 0.1552722004]
Slc17a8	59	16416.5115406219	26297.9706568245	86080	[65819, 65668, 65547, 86080]	[4e-10, 0.0, 3.565696423e-17, 0.9999999996000001]
Aldoc	0	16416.5115406219	26393.9706568245	86080	[65708, 65582, 65482, 86080]	[0.0, 3.317400404e-16, 1.0363696870000001e-16, 1.0]
Cck	5	16417.5115406219	26120.9706568245	86080	[65745, 65560, 65913, 86080]	[0.0015163612, 6.78e-08, 3.167087751e-19, 0.9984835711000001]
Plp1	45	16417.5115406219	26305.9706568245	86080	[65819, 65801, 65668, 86080]	[0.0, 0.0, 9.478749542999998e-20, 1.0]
Lamp5	30	16417.5115406219	26338.9706568245	86080	[65801, 65819, 65668, 86080]	[2.2379e-06, 4.5801095490000005e-28, 1.419981488e-50, 0.9999977621]
Aldoc	0	16417.5115406219	26380.9706568245	86080	[65801, 65708, 65582, 86080]	[2.6831809149999997e-16, 7.791143096999999e-19, 5.1454831250000006e-26, 1.0]
Rgs4	55	16418.5115406219	26103.9706568245	86080	[65745, 65560, 65770, 86080]	[0.010702691, 1.06836861e-17, 1.0255915429999999e-20, 0.989297309]
Cplx2	13	16418.5115406219	26179.9706568245	86080	[65560, 65547, 65913, 86080]	[0.0058965982, 3.13689185e-28, 4.713147115e-32, 0.9941034018]
Penk	43	16418.5115406219	27129.9706568245	65619	[65619, 65518, 65504, 86080]	[0.8936818453, 0.0034798790000000004, 1.4038e-06, 0.1028368719]
Penk	43	16418.5115406219	27209.9706568245	65654	[65654, 65532, 65544, 86080]	[0.9639335579, 0.0236354421, 1.1019e-06, 0.012429898200000001]
Aldoc	0	16419.5115406219	26883.9706568245	86080	[65716, 65358, 65278, 86080]	[0.0015126870000000002, 0.0, 9.545510305e-29, 0.998487313]
Cplx2	13	16420.5115406219	26117.9706568245	86080	[65745, 65560, 65913, 86080]	[0.0258715711, 1.1000000000000001e-09, 1.5395336240000003e-18, 0.9741284279]
Id2	26	16420.5115406219	26323.9706568245	86080	[65801, 65819, 65668, 86080]	[2.3930000000000003e-07, 2.4436329670000003e-17, 2.080972818e-34, 0.9999997607000001]
Penk	43	16420.5115406219	27212.9706568245	65654	[65654, 65532, 65544, 86080]	[0.9648000673, 0.0114928401, 7.58e-08, 0.0237070167]
Prkca	47	16421.5115406219	26160.9706568245	65560	[65560, 65745, 65913, 86080]	[0.9007470102, 1.3156210939999999e-19, 7.919116767000001e-22, 0.09925298980000001]
Pde1a	42	16421.5115406219	26400.9706568245	86080	[65708, 65582, 65482, 86080]	[4.7400000000000004e-07, 0.0, 0.0, 0.9999995260000001]
Cplx2	13	16422.5115406219	26383.9706568245	86080	[65708, 65801, 65582, 86080]	[7.048679778e-16, 5.870850721e-16, 5.844956922999999e-24, 1.0]
Cck	5	16423.5115406219	26392.9706568245	86080	[65708, 65582, 65482, 86080]	[2e-10, 1.9722938290000003e-17, 1.881356427e-19, 0.9999999998]
Pvalb	49	16423.5115406219	27060.9706568245	65696	[65696, 65646, 65518, 86080]	[0.9900936426, 5.89794e-05, 5.509440469e-23, 0.0098473781]
Th	67	16424.5115406219	26347.9706568245	86080	[65801, 65819, 65708, 86080]	[0.0005591359, 5.807172127000001e-32, 4.1643499110000003e-47, 0.9994408641]
Cadps2	2	16424.5115406219	26721.9706568245	86080	[65826, 65785, 65589, 86080]	[1.84141e-05, 3e-10, 1e-10, 0.9999815855]
Rgs4	55	16424.5115406219	27111.9706568245	86080	[65518, 65646, 65619, 86080]	[0.0303150415, 0.0006332877, 7.208e-07, 0.96905095]
Aldoc	0	16425.5115406219	26008.9706568245	86080	[65770, 65890, 65101, 86080]	[0.0, 4.4166106020000004e-36, 1.277719989e-57, 1.0]
Snca	61	16425.5115406219	26154.9706568245	65560	[65560, 65745, 65913, 86080]	[0.6986683448000001, 0.0, 1.116363537e-16, 0.3013316552]
Cxcl14	18	16425.5115406219	26895.9706568245	65716	[65716, 65358, 65278, 86080]	[0.8049604346, 1.537661092e-16, 1.2628811799999998e-40, 0.1950395654]
Id2	26	16426.5115406219	26173.9706568245	86080	[65560, 65913, 65745, 86080]	[0.0132159723, 2.873988085e-23, 2.945391811e-27, 0.9867840277000001]
Pde1a	42	16426.5115406219	26396.9706568245	86080	[65708, 65582, 65482, 86080]	[4.12e-08, 0.0, 4.2828344840000005e-18, 0.9999999588]
Nrn1	39	16428.5115406219	26168.9706568245	86080	[65560, 65913, 65745, 86080]	[0.0431688999, 5.754216097e-20, 6.496589593e-23, 0.9568311001]
Kit	29	16428.5115406219	26258.9706568245	65668	[65668, 65547, 65819, 86080]	[0.9941095142, 5.54425e-05, 5e-10, 0.0058350429]
Nrn1	39	16430.5115406219	26146.9706568245	86080	[65560, 65745, 65913, 86080]	[0.027389603800000002, 8.1e-09, 0.0, 0.9726103881]
Cnr1	9	16430.5115406219	26720.9706568245	86080	[65826, 65785, 65589, 86080]	[0.0155520102, 2.89e-08, 1e-10, 0.9844479608000001]
Cplx2	13	16430.5115406219	26802.9706568245	86080	[65470, 65278, 65826, 86080]	[1.6830000000000002e-07, 1.178949024e-43, 1.261531772e-44, 0.9999998317000001]
Aldoc	0	16431.5115406219	26692.9706568245	86080	[65785, 65589, 65826, 86080]	[0.31696294010000003, 0.0735286938, 5.1e-09, 0.6095083609]
Lamp5	30	16432.5115406219	26315.9706568245	86080	[65801, 65819, 65668, 86080]	[1.1936e-05, 4e-09, 8.136451351e-27, 0.9999880600000001]
Id2	26	16432.5115406219	26562.9706568245	86080	[65657, 65501, 65384, 86080]	[7.76494e-05, 0.0, 1.3542449449999999e-21, 0.9999223506]
Cxcl14	18	16433.5115406219	26053.9706568245	65770	[65770, 65890, 65745, 86080]	[0.9840907405, 1e-10, 9.449735657e-22, 0.0159092594]
Pthlh	48	16433.5115406219	26311.9706568245	86080	[65801, 65819, 65668, 86080]	[4.7390000000000003e-07, 2.7660000000000003e-07, 1.40830656e-23, 0.9999992496000001]
Slc17a8	59	16433.5115406219	26331.9706568245	86080	[65801, 65819, 65668, 86080]	[0.07834845600000001, 3.024862389e-17, 3.7174438160000005e-42, 0.921651544]
Penk	43	16433.5115406219	27194.9706568245	65654	[65654, 65544, 65532, 86080]	[0.9957658724, 4.617e-07, 1.2500000000000002e-07, 0.0042335409]
Cck	5	16435.5115406219	26567.9706568245	86080	[65657, 65501, 65384, 86080]	[3.604e-07, 0.0, 3.5403104960000003e-22, 0.9999996396]
Plp1	45	16435.5115406219	27179.9706568245	86080	[65654, 65594, 65544, 86080]	[0.022600427000000003, 0.019716325, 0.0001552534, 0.9575279945]
Lamp5	30	16437.5115406219	26307.9706568245	86080	[65819, 65801, 65668, 86080]	[6.71926e-05, 9.610000000000001e-08, 7.757521158e-21, 0.9999327113]
Neurod6	33	16439.5115406219	26560.9706568245	86080	[65657, 65501, 65384, 86080]	[6.17037e-05, 7.961691926e-20, 1.9885305670000002e-27, 0.9999382963000001]
Aldoc	0	16439.5115406219	26602.9706568245	86080	[65501, 65458, 65384, 86080]	[2.2000000000000003e-09, 2.666942769e-21, 1.443532588e-23, 0.9999999978]
Slc6a1	60	16440.5115406219	26110.9706568245	65745	[65745, 65913, 65890, 86080]	[0.9978120849000001, 0.0, 3.4367032040000005e-17, 0.0021879150000000003]
Pde1a	42	16440.5115406219	26276.9706568245	65819	[65819, 65668, 65547, 86080]	[0.6283472246, 7.299740000000001e-05, 0.0, 0.371579778]
Cxcl14	18	16441.5115406219	26127.9706568245	86080	[65745, 65913, 65560, 86080]	[0.2548925073, 9.2829e-06, 1e-10, 0.7450982097000001]
Wfs1	71	16441.5115406219	26339.9706568245	65801	[65801, 65819, 66164, 86080]	[0.990986153, 8.260410489999999e-23, 1.6370233230000002e-39, 0.009013847]
Rgs4	55	16441.5115406219	26526.9706568245	86080	[65657, 65501, 65582, 86080]	[0.49660001810000004, 1.658080858e-46, 2.749540086e-48, 0.5033999819]
Rgs4	55	16441.5115406219	26841.9706568245	86080	[65716, 65470, 65278, 86080]	[1.728458644e-24, 2.379196145e-25, 8.960472266e-41, 1.0]
Cnr1	9	16442.5115406219	26292.9706568245	65819	[65819, 65668, 65801, 86080]	[0.6301739907, 0.0, 9.253781806e-16, 0.36982600930000004]
Plcxd2	44	16443.5115406219	26011.9706568245	86080	[65770, 65890, 65745, 86080]	[4e-10, 7.693369831e-26, 5.673809372e-62, 0.9999999996000001]
Aldoc	0	16443.5115406219	26015.9706568245	86080	[65770, 65890, 65745, 86080]	[4.07e-08, 7.446662042e-23, 6.210074571999999e-57, 0.9999999593000001]
Snca	61	16443.5115406219	26283.9706568245	65819	[65819, 65668, 65547, 86080]	[0.9170905332, 1.03e-08, 1.970165078e-17, 0.0829094565]
Enpp2	19	16444.5115406219	26371.9706568245	86080	[65801, 65708, 65582, 86080]	[2.64726e-05, 6.349237129999999e-24, 6.811958685e-40, 0.9999735274]
Cxcl14	18	16445.5115406219	26719.9706568245	65826	[65826, 65785, 65589, 86080]	[0.9951682349000001, 3.43e-08, 4.383709165e-17, 0.0048317308000000005]
Cxcl14	18	16447.5115406219	26727.9706568245	65826	[65826, 65785, 65589, 86080]	[0.9995312418000001, 0.0, 2.1912491489999998e-23, 0.0004687582]
Cplx2	13	16448.5115406219	26278.9706568245	65819	[65819, 65668, 65547, 86080]	[0.9950789550000001, 4.6e-09, 9.166492337e-19, 0.0049210404]
Cck	5	16448.5115406219	26734.9706568245	65826	[65826, 65785, 65589, 86080]	[0.9362765728, 0.0, 2.75548678e-26, 0.0637234272]
Enpp2	19	16449.5115406219	26430.9706568245	65708	[65708, 65582, 65482, 86080]	[0.6760467211, 5.5000000000000004e-09, 1.969373986e-18, 0.3239532734]
Cxcl14	18	16451.5115406219	26709.9706568245	65826	[65826, 65785, 65589, 86080]	[0.9858335074000001, 0.00029976700000000005, 0.0, 0.013866725600000001]
Rasgrf2	51	16452.5115406219	26271.9706568245	65819	[65819, 65668, 65547, 86080]	[0.8584281817, 1.7016000000000001e-06, 8.757795963e-17, 0.1415701167]
Cck	5	16452.5115406219	26325.9706568245	65801	[65801, 65819, 66164, 86080]	[0.5039949954, 1e-10, 1.5695591030000002e-26, 0.4960050046]
Kcnk2	27	16452.5115406219	26358.9706568245	86080	[65801, 66164, 65819, 86080]	[0.37052206130000004, 3.430996760000001e-33, 4.555446505e-36, 0.6294779387]
Plcxd2	44	16452.5115406219	26951.9706568245	86080	[65716, 65358, 65980, 86080]	[5.645859241e-16, 3.326209984e-51, 5.326561015e-59, 1.0]
Trp53i11	69	16453.5115406219	26249.9706568245	86080	[65668, 65819, 65547, 86080]	[0.0042935588000000005, 9.997e-07, 0.0, 0.9957054416000001]
Cplx2	13	16453.5115406219	26310.9706568245	86080	[65819, 65801, 65668, 86080]	[0.0012913313, 1.7585200000000002e-05, 1.412894658e-26, 0.9986910835]
Cxcl14	18	16454.5115406219	26727.9706568245	65826	[65826, 65785, 65589, 86080]	[0.9998359749000001, 0.0, 4.81963268e-27, 0.0001640251]
Wfs1	71	16456.5115406219	26430.9706568245	86080	[65708, 65582, 65482, 86080]	[0.0324252495, 0.0, 4.198543701e-23, 0.9675747505000001]
Kctd12	28	16456.5115406219	26731.9706568245	65826	[65826, 65785, 66193, 86080]	[0.9944513330000001, 0.0, 1.05371411e-28, 0.005548667]
Serpini1	58	16457.5115406219	26285.9706568245	65819	[65819, 65668, 65801, 86080]	[0.9976371859000001, 0.0, 1.437590723e-22, 0.0023628141]
Rgs4	55	16457.5115406219	26357.9706568245	86080	[65801, 66164, 65819, 86080]	[0.34267605830000003, 1.7963946939999999e-28, 4.477577963e-35, 0.6573239417]
Rgs4	55	16458.5115406219	26093.9706568245	86080	[65745, 65890, 65913, 86080]	[0.007741174900000001, 0.0033857305, 1e-10, 0.9888730945]
Rgs4	55	16458.5115406219	26533.9706568245	86080	[65657, 66227, 65501, 86080]	[1.6084e-05, 5.357687358e-43, 7.254870316e-51, 0.999983916]
Aldoc	0	16458.5115406219	27200.9706568245	86080	[65654, 65594, 65532, 86080]	[4.6192e-06, 1.2368424970000002e-17, 8.884892402e-18, 0.9999953808]
Reln	52	16459.5115406219	26326.9706568245	86080	[65801, 65819, 66164, 86080]	[0.3340122752, 0.0, 6.3348088959999996e-21, 0.6659877248]
Lamp5	30	16459.5115406219	26330.9706568245	65801	[65801, 65819, 66164, 86080]	[0.7457286342, 0.0, 1.907169155e-21, 0.2542713658]
Lamp5	30	16459.5115406219	26405.9706568245	86080	[65708, 65582, 65801, 86080]	[7.36e-08, 1.9700671880000002e-22, 3.404961888e-26, 0.9999999264]
Lamp5	30	16460.5115406219	26136.9706568245	65913	[65913, 65745, 65560, 86080]	[0.963199785, 7.780000000000001e-08, 3.1509635139999997e-19, 0.0368001371]
Cplx2	13	16460.5115406219	26200.9706568245	86080	[65668, 66204, 65560, 86080]	[5.394788374e-22, 9.650323162e-27, 8.861374133e-28, 1.0]
Cxcl14	18	16460.5115406219	26317.9706568245	86080	[65801, 65819, 66164, 86080]	[0.0016195546, 7.164e-07, 1.575038984e-20, 0.9983797291000001]
Cxcl14	18	16460.5115406219	26719.9706568245	65826	[65826, 65785, 65589, 86080]	[0.9998294143, 1e-10, 8.652018653000001e-26, 0.0001705856]
Aldoc	0	16461.5115406219	26742.9706568245	86080	[65826, 65785, 66193, 86080]	[0.07800224500000001, 4.87363211e-20, 2.1379000700000004e-22, 0.921997755]
Wfs1	71	16462.5115406219	26402.9706568245	86080	[65708, 65801, 65582, 86080]	[6e-10, 4.3701976319999995e-24, 4.525153229e-26, 0.9999999994000001]
Nrn1	39	16462.5115406219	26408.9706568245	86080	[65708, 65582, 65801, 86080]	[7.07e-08, 5.176295941e-23, 2.5640107749999997e-29, 0.9999999293]
Wfs1	71	16462.5115406219	26418.9706568245	86080	[65708, 65582, 65482, 86080]	[2.21426e-05, 5.866236972e-19, 1.1696907830000001e-30, 0.9999778574]
Cryab	17	16462.5115406219	26910.9706568245	86080	[65716, 65358, 65278, 86080]	[0.0004635056, 3.332128386e-48, 3.168702445e-90, 0.9995364944]
Cck	5	16463.5115406219	26127.9706568245	65913	[65913, 65745, 65890, 86080]	[0.9874488054, 1.7797e-06, 2.1547449780000004e-22, 0.012549415000000001]
Cck	5	16466.5115406219	26130.9706568245	65913	[65913, 65745, 65890, 86080]	[0.9994444837, 1.6e-09, 6.383737092999999e-26, 0.0005555148000000001]
Cck	5	16466.5115406219	26139.9706568245	65913	[65913, 65745, 65560, 86080]	[0.9991730364, 0.0, 3.039893632e-24, 0.0008269636]
Pvalb	49	16466.5115406219	26162.9706568245	86080	[65913, 65560, 65745, 86080]	[7.34637e-05, 1.609246652e-19, 9.723444486e-22, 0.9999265363000001]
Cplx2	13	16466.5115406219	26537.9706568245	86080	[65657, 66227, 65501, 86080]	[1.9e-09, 4.153658683e-34, 5.318673189000001e-54, 0.9999999981000001]
Cpne5	14	16467.5115406219	26149.9706568245	86080	[65913, 65745, 65560, 86080]	[0.42662011590000004, 0.0, 1.388298426e-20, 0.5733798841000001]
Pde1a	42	16467.5115406219	26279.9706568245	65819	[65819, 65668, 65801, 86080]	[0.8614143881, 0.0, 6.2776664840000006e-27, 0.13858561190000002]
Aldoc	0	16467.5115406219	26345.9706568245	86080	[65801, 66164, 65819, 86080]	[0.3814667579, 1.061745167e-17, 1.8747017790000001e-25, 0.6185332421]
Enpp2	19	16467.5115406219	26527.9706568245	86080	[65657, 66227, 66415, 86080]	[4e-10, 6.33240031e-39, 1.029201871e-57, 0.9999999996000001]
Slc6a1	60	16467.5115406219	26709.9706568245	65826	[65826, 65785, 65589, 86080]	[0.6814452445, 2.70503e-05, 1.8045267920000002e-22, 0.3185277051]
Gad1	21	16467.5115406219	26716.9706568245	65826	[65826, 65785, 66193, 86080]	[0.9555494695000001, 1.7600000000000002e-08, 3.6055866879999994e-21, 0.0444505129]
Cnr1	9	16468.5115406219	26721.9706568245	65826	[65826, 65785, 66193, 86080]	[0.9649295829000001, 1e-10, 1.344016904e-19, 0.035070417]
Gad1	21	16469.5115406219	26543.9706568245	86080	[65657, 66227, 65501, 86080]	[0.0, 5.649292664999999e-29, 5.8052657339999995e-52, 1.0]
Penk	43	16470.5115406219	26402.9706568245	86080	[65708, 65801, 65582, 86080]	[0.0, 6.269165860000001e-26, 1.466757927e-31, 1.0]
Rgs4	55	16471.5115406219	26121.9706568245	65913	[65913, 65745, 65890, 86080]	[0.9050222075000001, 3.434e-07, 3.1368123930000005e-17, 0.0949774491]
Pnoc	46	16472.5115406219	26408.9706568245	86080	[65708, 65582, 65801, 86080]	[0.0, 5.279356405e-30, 1.7630302170000003e-31, 1.0]
Pvalb	49	16473.5115406219	26037.9706568245	86080	[65770, 65890, 65745, 86080]	[6.006000000000001e-06, 1.7346e-06, 5.941972357999999e-40, 0.9999922594]
Nrn1	39	16473.5115406219	26415.9706568245	86080	[65708, 65582, 65801, 86080]	[1e-10, 8.457300305e-28, 3.312528521e-38, 0.9999999999]
Reln	52	16475.5115406219	27103.9706568245	86080	[65646, 65696, 65980, 86080]	[3.5252015510000004e-18, 9.016760054000001e-25, 7.7731688060000005e-25, 1.0]
Reln	52	16477.5115406219	26132.9706568245	65913	[65913, 65745, 65890, 86080]	[0.9984022474, 0.0, 1.234122626e-27, 0.0015977526]
Lamp5	30	16477.5115406219	26424.9706568245	86080	[65708, 65582, 65482, 86080]	[0.0, 6.3944539679999995e-28, 2.17746178e-43, 1.0]
Lamp5	30	16477.5115406219	27276.9706568245	86080	[65531, 65468, 65654, 86080]	[3.494149397e-40, 8.72329074e-47, 3.418257978e-55, 1.0]
Gabrd	20	16479.5115406219	26151.9706568245	86080	[65913, 65745, 65560, 86080]	[0.17704540430000001, 1.9308710129999998e-20, 7.446298645e-30, 0.8229545957000001]
Lamp5	30	16480.5115406219	26126.9706568245	65913	[65913, 65745, 65890, 86080]	[0.9845014979000001, 0.0, 1.8555390460000001e-22, 0.0154985021]
Rgs4	55	16481.5115406219	26433.9706568245	86080	[65708, 65582, 65482, 86080]	[0.0, 1.009981304e-29, 3.1338167710000002e-46, 1.0]
Lamp5	30	16483.5115406219	26130.9706568245	65913	[65913, 65745, 65890, 86080]	[0.9809848449, 0.0, 6.010805999e-26, 0.0190151551]
Trp53i11	69	16484.5115406219	26285.9706568245	86080	[65819, 66164, 65801, 86080]	[7.34255e-05, 4.840194616e-17, 5.315370095000001e-27, 0.9999265745]
